label,message
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,Omg it could snow here tonite!
ham,What not under standing.
ham,No. I.ll meet you in the library
ham,Hi dear we saw dear. We both are happy. Where you my battery is low
ham,Pls she needs to dat slowly or she will vomit more.
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon
ham,Sorry da. I gone mad so many pending works what to do.
ham,Can you open the door?
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,Sorry. || mail? ||
ham,Okie
ham,Ok. I.ll do you right later.
ham,Tell rob to mack his gf in the theater
ham,Yupz... I've oredi booked slots 4 my weekends liao...
ham,Nice.nice.how is it working?
ham,Alright. I'm out--have a good night!
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,Aiyo please ?_ got time meh.
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,So wats ur opinion abt him and how abt is character?
ham,How is it possible to teach you. And where.
ham,Ok i'm coming home now.
ham,how tall are you princess?
ham,Hey... Very inconvenient for your sis a not huh?
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,What is the plural of the noun research?
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,No. I dont want to hear anything
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,Ya:)going for restaurant..
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
ham,Yup i've finished c ?_ there...
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
ham,So how many days since then?
ham,So when do you wanna gym?
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ?_ need to leave...
ham,"Ask g or iouri, I've told the story like ten times already"
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham,How dare you change my ring
ham,\Wen u miss someone
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,"K, can that happen tonight?"
ham,If india win or level series means this is record:)
ham,How much i gave to you. Morning.
ham,Of course. I guess god's just got me on hold right now.
ham,Hey what's up charles sorry about the late reply.
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,Have you been practising your curtsey?
ham,K...k...when will you give treat?
ham,Well I might not come then...
ham,Why are u up so early?
ham,"Sorry, I'll call later"
ham,Can you please send me my aunty's number
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Then get some cash together and I'll text jason
ham,Ya very nice. . .be ready on thursday
ham,Dont gimme that lip caveboy
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
ham,Mum ask ?_ to buy food home...
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,Ok...
ham,Sos! Any amount i can get pls.
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,Have you finished work yet? :)
ham,K..u also dont msg or reply to his msg..
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,Go chase after her and run her over while she's crossing the street
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
ham,If you're thinking of lifting me one then no.
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,Ok i msg u b4 i leave my house.
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,Aiya we discuss later lar... Pick ?_ up at 4 is it?
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,S da..al r above  &lt;#&gt;
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,Entering information science biodata [Important]
ham,"Don't forget that your final experiment (project) will be on Monday 25th November, so please meet in the laboratory downstairs. I've attached the rubric and lab procedure below."
ham,This week we will review the content from weeks 9 - 11. Please read through the review pack below to prepare for the quiz on Monday 18th November.
ham,2024_November Reading Activity Sheet & Meeting Review (To be written on the day of the book club meeting)
ham,Connectio Logical Algorithm Preliminary Investigation
ham,"(2nd semester) Due Date November 18 (Mon) 11PM Individual Presentation, PPT here~"
ham,Lesson 1 (Micro:bit Introduction Course)
ham,please see attached the instructions for the final project! :)
ham,2nd semester novel reading class assignment guide
ham,2nd semester performance evaluation (presentation) assignment guide
ham,Vietnamese language proficiency test sample questions (materials posted on the Human Resources Department website)
ham,Understanding socio-cultural phenomena
ham,Please refer to the answers to the quizzes for periods 1 and 2~!
ham,"Create a logo, create a presentation"
ham,"1st semester 2nd (final) reading submission (by Friday, August 16th)"
ham,"List of Certified and Uncertified Persons (Confirmation required by Monday, June 3)"
ham,Applicant list (check if you have applied correctly)
ham,"If the third wave video does not work, please use the link below."
ham,Gravitational acceleration measurement system using artificial intelligence
ham,This is the first unit workbook for the electromagnetic field.
ham,Experiment 8 Redox Reaction (Vitamin C Detection Experiment)
ham,Contributed to running the calculus booth
ham,1. Solution to the Mathematical Exploration Book on Limits of Sequences (p. 170-173)
ham,Submitting a revised plan for statistical posters
ham,Video solution to the 35-page breakpoint practice problem
ham,Math Class with PSY on April 13th
ham,Submission of Math 2 Term Break Assignment for Those Who Want to Apply
ham,Information on the first written exam for the first semester (individual questions will not be accepted)
ham,Previous Exam Questions Test 2 Solutions (Homework)
ham,2024 Hackathon Work Description Poster & Report Submission
ham,Information on the day of the interim presentation contest
ham,2024 Youth Companion Project Personal Information Collection Consent Form
ham,2022 Convergence Research Project (STEAM R&E) Support Announcement
ham,Watch the video of the 100-question C language class
ham,Online Judge Site to Learn Python Programming
ham,Installing programs for Arduino
ham,G11 Chemistry Final Group Project
ham,Arduino-based Gravity Acceleration Measuring Device Report - Mission 1
ham,Submission of Literary Curiosity Report (Class 1)
ham,Please put your feedback of the other groups' business projects on the above link
ham,Business Infographic Sample
ham,Information on report submission
ham,The 2023 Exploration will close in December. There will be no entries in January or February.
ham,Submission of final paper and similarity check results
ham,"After class, come to the conference room on the 4th floor. I will give you a copy of the performance evaluation test."
ham,I am uploading the performance assessment answers and practice questions for sections 1 and 2.
ham,"Page 91, Interruption Problem"
ham,library math books
ham,"Go to the following site, take the Multiple Intelligences Test with a serious attitude, and take a screenshot of your results."
ham,Where to submit your group presentation plan
ham,Presenter and Audience Survey Links
ham,"This week we will look at periodicity, reactions of the period 3 elements and group names/properties."
ham,Paper search site
ham,Create your own problem template
ham,Guide to reading activities by subject and individual
ham,Van Gogh Expo Field Experience Learning Review (Reflected in Life Record Book)
ham,Vietnamese Golden Bell (Foreign Language Day) Preliminary Guide
ham,(Major Exploration and Recommended Reading) This is Seoul National University Admissions Webzine.
ham,2024 11th grade 1st semester main schedule and program information
ham,2024 Academic Year Global 4th Grade System
ham,[1st semester term break assignment] Creating a career concert card news
ham,Term Break Information
ham,Evolution Laonzena Project
ham,Install Java and Eclipse
ham,"This week we will look at subatomic particles, isotopes, molar calculations and mass spectrometry."
ham,"Exploring the History of Chemistry through People (Deadline: 10 PM, Sunday, March 31)"
ham,Read 2 books on chemistry (deadline 10pm on May 5th)
ham,Exploratory Study (SDGS) Plan
ham,Join AP Collegeboard
ham,Sign up for the GoormEDU site
ham,Because it says to analyze the data and generalize it
ham,How did you make your literature performance evaluation report?
ham,"Well, it looks like it'll be past 10 o'clock"
ham,"But today, the kids said they finished their experiment, so we gathered through Google Meet and wrote a paper."
ham,"If you have something to do, how about doing that, eating dinner at 2 o'clock, and then going to karaoke?"
ham,I'm going to do homework with Park Sung-jun and Oh Ji-woo later.
ham,I'll go first on my bike.
ham,"Just explain the plot and ask questions, that's it?"
ham,I have to go to Jae-min's house tomorrow and do physical therapy.
ham,"Tomorrow, Jonghun and I will wake up early and walk to school."
ham,"Anyway, I just have to write an outline"
ham,I don't know when to go today
ham,He asked if I could consult him during this time.
ham,"I have some things to do at home today, so I'm going home early."
ham,Next time I'll go home normally
ham,"On the contrary, there will be days when you win no matter what you do."
ham,But you still have a high level of understanding of the game.
ham,You could say that it's an improvement to make it easier to use.
ham,"Since you guys know the experimental process well, can you write it out for me?"
ham,Are we going to touch the theoretical background part?
ham,"No, I've almost finished making it anyway so I'll just leave it as is"
ham,"Hey, why is the function result 11 data and the lux value 12 data?"
ham,The table is included in the experimental process.
ham,"Even if the light sensors are different, absolute values are output"
ham,I think it's because the range of y values ??has expanded.
ham,It's a problem if you don't use that method and do it in a different way
ham,"When you put the illuminance value into the function formula, it is the absolute value."
ham,You have the device so you have to do it
ham,I just met with Yongseok and he agreed when I said I would submit it by dawn today.
ham,One more unauthorized absence
ham,"If we are late three times in a week, we will be sent straight to the Student Discipline Committee."
ham,In the letter the teacher wrote on the back of the report card
ham,I'm Vietnamese and someone sent this to my grandmother's house.
ham,"I went to a parent observation class today, but no one showed up."
ham,Did you write a self-reflection paper for 2nd lesson?
ham,Let's write and speak at the same time
ham,But isn't this going beyond being sorry?
ham,Shouldn't Jaemin be grateful to Hyunyong?
ham,Are you saying that women don't post?
ham,Other posts keep coming up
ham,"And in Earth Science class, the student in front of me was always walking around with a cigarette."
ham,"When you're done, it's 11 o'clock for you."
ham,"No, it really pisses me off that you uploaded something you weren't supposed to"
ham,"You, send me one selfie from today."
ham,I will put one of my applications in the liberal arts department of Kyunghee University.
ham,"If you can do 10th grade phonetics, it's really possible."
ham,Ramen appears in real-time night self-study dinner
ham,"Seriously, when I go out, a cafe opens up"
ham,Some guys keep saying that they got caught and are going to turn themselves in.
ham,I went to the hospital because I had a bad headache while working out.
ham,"While I was looking at my comic book, I was cringing"
ham,"For reference, even if you just look at it with your own eyes,"
ham,But is it true that baseball originally has this many runs scored?
ham,"Oh, I need a presentation video in front of the whole school"
ham,"Sim Hyeon-yong suddenly started imitating GTA characters, so we imitated him too."
ham,Then I almost fell down to the parking lot of Sim Hyeon-yong
ham,"I was trying to climb up the wall, but I almost fell because the parking lot entrance was below."
ham,I'm just going to go to college and double major.
ham,The actual presentation time was 35 minutes
ham,Because I ask questions every time something strange comes up
ham,Lightning strikes and the cat suddenly goes crazy
ham,I just eat alone because I feel more comfortable being alone.
ham,But I think dinner got tastier in the second semester
ham,Because I don't have any friends
ham,I didn't know the value of coeducational schools
ham,All the kids dropped out before they were expelled
ham,I didn't want to waste even a month at a boys' high school.
ham,I miss Vietnam
ham,You were thinking of Midtown too.
ham,But why are you guys talking about Incheon?
ham,"When I go to Korea, my scope of action is within a 1km radius in the countryside."
ham,I have to go to Korea after finishing the 12th grade entrance exam.
ham,"The reunion will be in Korea either, though"
ham,I changed my phone in August last year and all my conversations disappeared.
ham,I have no experience in Korea at all.
ham,"You really don't know, but it just annoys me"
ham,I need to file a petition to separate Kis boys and girls
ham,Do you guys go back and forth between school festivals?
ham,"If you want to see a girl, why don't you just watch it on TV?"
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just ??1.50 per wk 2 opt out send STOP 08452810071 16
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
spam,"Last Chance! Claim ur ??150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. ??3.00 Sub. 16"
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
spam,"For ur chance to win a ??250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
spam,WIN a year supply of CDs 4 a store of ur choice worth ??500 & enter our ??100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a ??150 prize. To collect is easy. Just call 09061743386
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p
spam,You have WON a guaranteed ??1000 cash or a ??2000 prize.To claim yr prize call our customer service representative on
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!"""
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O ??250 3 WANT ??800
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. ??1.50 increments. Help08718728876"
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or ??1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed ??1000 CASH or ??2000 gift. Speak to a live operator NOW!
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at ??350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
spam,FREE entry into our ??250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY ??10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
spam,"Today's Offer! Claim ur ??150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ??3.00 Sub. 16 . Unsub reply X"
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
spam,<Forwarded from 88877>FREE entry into our ??250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
spam,"Congratulations! Thanks to a good friend U have WON the ??2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY ??1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
spam,URGENT! Your Mobile number has been awarded with a ??2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
spam,You have 1 new message. Call 0207-083-6089
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
spam,Valentines Day Special! Win over ??1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or ??5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost??1.50/pm, Max10mins"
spam,"URGENT! You have won a 1 week FREE membership in our ??100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a ??350 award. If your number matches please call 09063442151 to claim your ??350 award
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a ??2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
spam,XMAS iscoming & ur awarded either ??500 CD gift vouchers & free entry 2 r ??100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a ??1500 Bonus Prize, call 09066364589"
spam,"Loan for any purpose ??500 - ??75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,This is the 2nd time we have tried to contact u. U have won the ??1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed ??1000 CASH or ??2000 gift. Speak to a live operator NOW!
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a ??200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 ??1.50perWKsub
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth ??33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ??500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ??500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
spam,URGENT! Your Mobile number has been awarded with a ??2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
spam,Valentines Day Special! Win over ??1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
spam,This message is brought to you by GMW Ltd. and is not connected to the
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth ??33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a ??2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost ??1.50 min MobcudB more
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or ??1000. To claim txt DIS to 87121 18+6*??1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
spam,WIN URGENT! Your mobile number has been awarded with a ??2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
spam,You have an important customer service announcement from PREMIER.
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
spam,WINNER!! As a valued network customer you have been selected to receivea ??900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
